"Plot Title: 21467047"
"#","Date Time, GMT-07:00","Abs Pres, kPa (LGR S/N: 21467047, SEN S/N: 21467047)","Temp, °C (LGR S/N: 21467047, SEN S/N: 21467047)"
140,05/24/23 11:45:00 AM,125.423,10.455
141,05/24/23 12:00:00 PM,124.419,10.553
142,05/24/23 12:15:00 PM,123.461,10.553
143,05/24/23 12:30:00 PM,122.669,10.651
144,05/24/23 12:45:00 PM,121.826,10.651
145,05/24/23 01:00:00 PM,121.210,10.651
146,05/24/23 01:15:00 PM,120.559,10.553
147,05/24/23 01:30:00 PM,119.948,10.748
148,05/24/23 01:45:00 PM,119.629,10.944
149,05/24/23 02:00:00 PM,119.370,10.944
150,05/24/23 02:15:00 PM,119.275,11.041
151,05/24/23 02:30:00 PM,119.439,11.139
152,05/24/23 02:45:00 PM,119.650,11.139
153,05/24/23 03:00:00 PM,119.976,11.236
154,05/24/23 03:15:00 PM,120.442,11.722
155,05/24/23 03:30:00 PM,120.780,11.625
156,05/24/23 03:45:00 PM,121.425,12.110
157,05/24/23 04:00:00 PM,121.969,11.819
158,05/24/23 04:15:00 PM,122.632,11.722
159,05/24/23 04:30:00 PM,123.303,11.334
160,05/24/23 04:45:00 PM,124.207,11.139
161,05/24/23 05:00:00 PM,125.084,11.139
162,05/24/23 05:15:00 PM,126.004,10.944
163,05/24/23 05:30:00 PM,127.215,10.651
164,05/24/23 05:45:00 PM,128.302,10.553
165,05/24/23 06:00:00 PM,129.178,10.455
166,05/24/23 06:15:00 PM,130.523,10.259
167,05/24/23 06:30:00 PM,131.804,10.063
168,05/24/23 06:45:00 PM,132.691,10.357
169,05/24/23 07:00:00 PM,133.851,10.455
170,05/24/23 07:15:00 PM,135.302,10.455
171,05/24/23 07:30:00 PM,136.444,10.455
172,05/24/23 07:45:00 PM,137.427,10.553
173,05/24/23 08:00:00 PM,138.439,10.553
174,05/24/23 08:15:00 PM,139.567,10.553
175,05/24/23 08:30:00 PM,140.449,10.553
176,05/24/23 08:45:00 PM,141.329,10.455
177,05/24/23 09:00:00 PM,142.033,10.455
178,05/24/23 09:15:00 PM,142.881,10.357
179,05/24/23 09:30:00 PM,143.372,10.357
180,05/24/23 09:45:00 PM,144.056,10.259
181,05/24/23 10:00:00 PM,144.482,10.259
182,05/24/23 10:15:00 PM,145.036,10.161
183,05/24/23 10:30:00 PM,145.298,10.161
184,05/24/23 10:45:00 PM,145.642,10.161
185,05/24/23 11:00:00 PM,145.773,10.161
186,05/24/23 11:15:00 PM,145.869,10.063
187,05/24/23 11:30:00 PM,145.770,10.063
188,05/24/23 11:45:00 PM,145.574,10.063
189,05/25/23 12:00:00 AM,145.459,10.063
190,05/25/23 12:15:00 AM,145.262,10.063
191,05/25/23 12:30:00 AM,145.000,10.063
192,05/25/23 12:45:00 AM,144.804,10.063
193,05/25/23 01:00:00 AM,144.493,10.063
194,05/25/23 01:15:00 AM,144.165,10.063
195,05/25/23 01:30:00 AM,143.969,10.063
196,05/25/23 01:45:00 AM,143.608,10.063
197,05/25/23 02:00:00 AM,143.412,10.063
198,05/25/23 02:15:00 AM,143.117,10.063
199,05/25/23 02:30:00 AM,142.872,10.063
200,05/25/23 02:45:00 AM,142.643,10.063
201,05/25/23 03:00:00 AM,142.332,10.063
202,05/25/23 03:15:00 AM,142.021,10.063
203,05/25/23 03:30:00 AM,141.759,10.063
204,05/25/23 03:45:00 AM,141.321,10.161
205,05/25/23 04:00:00 AM,141.173,10.161
206,05/25/23 04:15:00 AM,141.026,10.161
207,05/25/23 04:30:00 AM,140.748,10.161
208,05/25/23 04:45:00 AM,140.781,10.161
209,05/25/23 05:00:00 AM,140.598,10.063
210,05/25/23 05:15:00 AM,140.500,10.063
211,05/25/23 05:30:00 AM,140.402,10.063
212,05/25/23 05:45:00 AM,140.320,10.063
213,05/25/23 06:00:00 AM,140.140,10.063
214,05/25/23 06:15:00 AM,139.944,10.063
215,05/25/23 06:30:00 AM,139.765,10.063
216,05/25/23 06:45:00 AM,139.601,10.063
217,05/25/23 07:00:00 AM,139.389,10.063
218,05/25/23 07:15:00 AM,139.242,10.063
219,05/25/23 07:30:00 AM,138.915,10.063
220,05/25/23 07:45:00 AM,138.656,10.161
221,05/25/23 08:00:00 AM,138.313,10.161
222,05/25/23 08:15:00 AM,137.921,10.161
223,05/25/23 08:30:00 AM,137.481,10.161
224,05/25/23 08:45:00 AM,137.089,10.161
225,05/25/23 09:00:00 AM,136.569,10.259
226,05/25/23 09:15:00 AM,135.998,10.259
227,05/25/23 09:30:00 AM,135.397,10.357
228,05/25/23 09:45:00 AM,134.794,10.357
229,05/25/23 10:00:00 AM,134.063,10.455
230,05/25/23 10:15:00 AM,133.544,10.553
231,05/25/23 10:30:00 AM,132.813,10.651
232,05/25/23 10:45:00 AM,132.031,10.651
233,05/25/23 11:00:00 AM,131.299,10.651
234,05/25/23 11:15:00 AM,130.403,10.651
235,05/25/23 11:30:00 AM,129.527,10.748
236,05/25/23 11:45:00 AM,128.616,10.748
237,05/25/23 12:00:00 PM,127.703,10.651
238,05/25/23 12:15:00 PM,126.844,10.748
239,05/25/23 12:30:00 PM,125.950,10.748
240,05/25/23 12:45:00 PM,125.057,10.748
241,05/25/23 01:00:00 PM,124.329,10.846
242,05/25/23 01:15:00 PM,123.566,10.846
243,05/25/23 01:30:00 PM,122.931,10.748
244,05/25/23 01:45:00 PM,122.298,10.748
245,05/25/23 02:00:00 PM,121.861,10.748
246,05/25/23 02:15:00 PM,121.409,10.846
247,05/25/23 02:30:00 PM,121.196,10.748
248,05/25/23 02:45:00 PM,121.050,10.748
249,05/25/23 03:00:00 PM,121.134,10.846
250,05/25/23 03:15:00 PM,121.120,10.944
251,05/25/23 03:30:00 PM,121.493,10.944
252,05/25/23 03:45:00 PM,121.803,11.041
253,05/25/23 04:00:00 PM,122.241,11.041
254,05/25/23 04:15:00 PM,122.695,11.041
255,05/25/23 04:30:00 PM,123.163,10.944
256,05/25/23 04:45:00 PM,123.815,11.041
257,05/25/23 05:00:00 PM,124.350,11.041
258,05/25/23 05:15:00 PM,125.065,11.041
259,05/25/23 05:30:00 PM,125.742,10.846
260,05/25/23 05:45:00 PM,126.552,10.748
261,05/25/23 06:00:00 PM,127.638,10.651
262,05/25/23 06:15:00 PM,128.516,10.651
263,05/25/23 06:30:00 PM,129.340,10.455
264,05/25/23 06:45:00 PM,130.675,10.455
265,05/25/23 07:00:00 PM,131.798,10.455
266,05/25/23 07:15:00 PM,132.547,10.455
267,05/25/23 07:30:00 PM,133.628,10.651
268,05/25/23 07:45:00 PM,134.811,10.944
269,05/25/23 08:00:00 PM,136.048,10.846
270,05/25/23 08:15:00 PM,137.141,10.846
271,05/25/23 08:30:00 PM,138.023,10.846
272,05/25/23 08:45:00 PM,139.069,10.846
273,05/25/23 09:00:00 PM,139.719,10.748
274,05/25/23 09:15:00 PM,140.635,10.748
275,05/25/23 09:30:00 PM,141.387,10.748
276,05/25/23 09:45:00 PM,142.156,10.748
277,05/25/23 10:00:00 PM,142.811,10.748
278,05/25/23 10:15:00 PM,143.367,10.748
279,05/25/23 10:30:00 PM,143.940,10.748
280,05/25/23 10:45:00 PM,144.235,10.748
281,05/25/23 11:00:00 PM,144.628,10.748
282,05/25/23 11:15:00 PM,144.808,10.748
283,05/25/23 11:30:00 PM,144.972,10.748
284,05/25/23 11:45:00 PM,145.021,10.748
285,05/26/23 12:00:00 AM,145.251,10.748
286,05/26/23 12:15:00 AM,145.185,10.748
287,05/26/23 12:30:00 AM,145.152,10.748
288,05/26/23 12:45:00 AM,144.988,10.748
289,05/26/23 01:00:00 AM,144.857,10.748
290,05/26/23 01:15:00 AM,144.546,10.748
291,05/26/23 01:30:00 AM,144.278,10.553
292,05/26/23 01:45:00 AM,143.899,10.455
293,05/26/23 02:00:00 AM,143.473,10.455
294,05/26/23 02:15:00 AM,143.061,10.357
295,05/26/23 02:30:00 AM,142.698,10.259
296,05/26/23 02:45:00 AM,142.403,10.259
297,05/26/23 03:00:00 AM,142.010,10.259
298,05/26/23 03:15:00 AM,141.700,10.259
299,05/26/23 03:30:00 AM,141.373,10.259
300,05/26/23 03:45:00 AM,140.931,10.259
301,05/26/23 04:00:00 AM,140.604,10.259
302,05/26/23 04:15:00 AM,140.326,10.259
303,05/26/23 04:30:00 AM,140.016,10.259
304,05/26/23 04:45:00 AM,139.787,10.259
305,05/26/23 05:00:00 AM,139.558,10.259
306,05/26/23 05:15:00 AM,139.378,10.259
307,05/26/23 05:30:00 AM,139.182,10.259
308,05/26/23 05:45:00 AM,139.002,10.259
309,05/26/23 06:00:00 AM,138.806,10.259
310,05/26/23 06:15:00 AM,138.692,10.259
311,05/26/23 06:30:00 AM,138.463,10.259
312,05/26/23 06:45:00 AM,138.237,10.357
313,05/26/23 07:00:00 AM,138.014,10.553
314,05/26/23 07:15:00 AM,137.772,10.651
315,05/26/23 07:30:00 AM,137.576,10.651
316,05/26/23 07:45:00 AM,137.331,10.651
317,05/26/23 08:00:00 AM,137.234,10.651
318,05/26/23 08:15:00 AM,137.119,10.651
319,05/26/23 08:30:00 AM,136.877,10.748
320,05/26/23 08:45:00 AM,136.632,10.748
321,05/26/23 09:00:00 AM,136.417,10.651
322,05/26/23 09:15:00 AM,136.110,10.748
323,05/26/23 09:30:00 AM,135.770,10.846
324,05/26/23 09:45:00 AM,135.398,10.944
325,05/26/23 10:00:00 AM,134.960,11.041
326,05/26/23 10:15:00 AM,134.503,11.041
327,05/26/23 10:30:00 AM,133.998,11.041
328,05/26/23 10:45:00 AM,133.444,11.041
329,05/26/23 11:00:00 AM,132.990,11.139
330,05/26/23 11:15:00 AM,132.322,11.139
331,05/26/23 11:30:00 AM,131.836,11.236
332,05/26/23 11:45:00 AM,131.166,11.139
333,05/26/23 12:00:00 PM,130.463,11.041
334,05/26/23 12:15:00 PM,129.795,11.041
335,05/26/23 12:30:00 PM,129.286,10.846
336,05/26/23 12:45:00 PM,128.440,10.846
337,05/26/23 01:00:00 PM,127.806,10.846
338,05/26/23 01:15:00 PM,127.044,10.944
339,05/26/23 01:30:00 PM,126.359,10.846
340,05/26/23 01:45:00 PM,125.661,10.846
341,05/26/23 02:00:00 PM,125.306,10.944
342,05/26/23 02:15:00 PM,124.821,11.041
343,05/26/23 02:30:00 PM,124.529,11.041
344,05/26/23 02:45:00 PM,124.109,11.139
345,05/26/23 03:00:00 PM,123.917,11.236
346,05/26/23 03:15:00 PM,123.706,11.236
347,05/26/23 03:30:00 PM,123.474,11.041
348,05/26/23 03:45:00 PM,123.442,11.041
349,05/26/23 04:00:00 PM,123.685,11.041
350,05/26/23 04:15:00 PM,123.671,11.139
351,05/26/23 04:30:00 PM,123.996,11.139
352,05/26/23 04:45:00 PM,124.388,11.236
353,05/26/23 05:00:00 PM,124.761,11.236
354,05/26/23 05:15:00 PM,125.200,11.236
355,05/26/23 05:30:00 PM,125.833,11.236
356,05/26/23 05:45:00 PM,126.467,11.236
357,05/26/23 06:00:00 PM,127.166,11.236
358,05/26/23 06:15:00 PM,127.840,11.528
359,05/26/23 06:30:00 PM,128.572,11.528
360,05/26/23 06:45:00 PM,129.467,11.528
361,05/26/23 07:00:00 PM,130.316,11.625
362,05/26/23 07:15:00 PM,131.228,11.625
363,05/26/23 07:30:00 PM,132.194,11.819
364,05/26/23 07:45:00 PM,133.428,11.625
365,05/26/23 08:00:00 PM,134.419,11.528
366,05/26/23 08:15:00 PM,135.281,11.431
367,05/26/23 08:30:00 PM,136.124,11.236
368,05/26/23 08:45:00 PM,137.332,11.236
369,05/26/23 09:00:00 PM,138.032,11.139
370,05/26/23 09:15:00 PM,138.848,11.139
371,05/26/23 09:30:00 PM,139.911,11.139
372,05/26/23 09:45:00 PM,140.581,11.139
373,05/26/23 10:00:00 PM,141.382,11.139
374,05/26/23 10:15:00 PM,141.887,11.041
375,05/26/23 10:30:00 PM,142.492,11.041
376,05/26/23 10:45:00 PM,143.128,10.944
377,05/26/23 11:00:00 PM,143.681,10.846
378,05/26/23 11:15:00 PM,143.943,10.846
379,05/26/23 11:30:00 PM,144.432,10.748
380,05/26/23 11:45:00 PM,144.595,10.748
381,05/27/23 12:00:00 AM,144.972,10.748
382,05/27/23 12:15:00 AM,145.038,10.748
383,05/27/23 12:30:00 AM,145.152,10.748
384,05/27/23 12:45:00 AM,145.166,10.651
385,05/27/23 01:00:00 AM,145.018,10.651
386,05/27/23 01:15:00 AM,144.838,10.651
387,05/27/23 01:30:00 AM,144.674,10.651
388,05/27/23 01:45:00 AM,144.363,10.651
389,05/27/23 02:00:00 AM,144.049,10.553
390,05/27/23 02:15:00 AM,143.672,10.553
391,05/27/23 02:30:00 AM,143.279,10.553
392,05/27/23 02:45:00 AM,142.837,10.553
393,05/27/23 03:00:00 AM,142.314,10.553
394,05/27/23 03:15:00 AM,141.856,10.553
395,05/27/23 03:30:00 AM,141.349,10.553
396,05/27/23 03:45:00 AM,140.825,10.553
397,05/27/23 04:00:00 AM,140.384,10.553
398,05/27/23 04:15:00 AM,139.959,10.553
399,05/27/23 04:30:00 AM,139.501,10.553
400,05/27/23 04:45:00 AM,139.171,10.455
401,05/27/23 05:00:00 AM,138.861,10.455
402,05/27/23 05:15:00 AM,138.420,10.455
403,05/27/23 05:30:00 AM,138.194,10.553
404,05/27/23 05:45:00 AM,137.946,10.455
405,05/27/23 06:00:00 AM,137.685,10.455
406,05/27/23 06:15:00 AM,137.261,10.455
407,05/27/23 06:30:00 AM,136.999,10.455
408,05/27/23 06:45:00 AM,136.790,10.553
409,05/27/23 07:00:00 AM,136.561,10.553
410,05/27/23 07:15:00 AM,136.366,10.553
411,05/27/23 07:30:00 AM,136.189,10.651
412,05/27/23 07:45:00 AM,136.009,10.651
413,05/27/23 08:00:00 AM,135.680,10.553
414,05/27/23 08:15:00 AM,135.618,10.651
415,05/27/23 08:30:00 AM,135.634,10.651
416,05/27/23 08:45:00 AM,135.455,10.651
417,05/27/23 09:00:00 AM,135.373,10.651
418,05/27/23 09:15:00 AM,135.340,10.651
419,05/27/23 09:30:00 AM,135.210,10.651
420,05/27/23 09:45:00 AM,135.047,10.651
421,05/27/23 10:00:00 AM,134.982,10.651
422,05/27/23 10:15:00 AM,134.835,10.651
423,05/27/23 10:30:00 AM,134.541,10.651
424,05/27/23 10:45:00 AM,134.378,10.651
425,05/27/23 11:00:00 AM,134.136,10.748
426,05/27/23 11:15:00 AM,133.892,10.748
427,05/27/23 11:30:00 AM,133.452,10.748
428,05/27/23 11:45:00 AM,133.191,10.748
429,05/27/23 12:00:00 PM,132.751,10.748
430,05/27/23 12:15:00 PM,132.458,10.748
431,05/27/23 12:30:00 PM,131.774,10.748
432,05/27/23 12:45:00 PM,131.464,10.748
433,05/27/23 01:00:00 PM,130.832,10.846
434,05/27/23 01:15:00 PM,130.311,10.846
435,05/27/23 01:30:00 PM,129.888,10.846
436,05/27/23 01:45:00 PM,129.446,10.748
437,05/27/23 02:00:00 PM,129.039,10.748
438,05/27/23 02:15:00 PM,128.548,10.651
439,05/27/23 02:30:00 PM,128.240,10.651
440,05/27/23 02:45:00 PM,127.996,10.651
441,05/27/23 03:00:00 PM,127.510,10.748
442,05/27/23 03:15:00 PM,127.280,10.651
443,05/27/23 03:30:00 PM,126.955,10.651
444,05/27/23 03:45:00 PM,126.744,10.651
445,05/27/23 04:00:00 PM,126.500,10.651
446,05/27/23 04:15:00 PM,126.452,10.651
447,05/27/23 04:30:00 PM,126.565,10.651
448,05/27/23 04:45:00 PM,126.630,10.651
449,05/27/23 05:00:00 PM,126.747,10.748
450,05/27/23 05:15:00 PM,127.102,10.651
451,05/27/23 05:30:00 PM,127.364,10.748
452,05/27/23 05:45:00 PM,127.641,10.748
453,05/27/23 06:00:00 PM,128.112,10.748
454,05/27/23 06:15:00 PM,128.502,10.748
455,05/27/23 06:30:00 PM,129.039,10.748
456,05/27/23 06:45:00 PM,129.722,10.748
457,05/27/23 07:00:00 PM,130.273,10.651
458,05/27/23 07:15:00 PM,130.940,10.651
459,05/27/23 07:30:00 PM,131.624,10.651
460,05/27/23 07:45:00 PM,132.371,10.553
461,05/27/23 08:00:00 PM,133.463,10.553
462,05/27/23 08:15:00 PM,134.261,10.553
463,05/27/23 08:30:00 PM,135.158,10.553
464,05/27/23 08:45:00 PM,135.892,10.553
465,05/27/23 09:00:00 PM,136.855,10.553
466,05/27/23 09:15:00 PM,137.642,10.651
467,05/27/23 09:30:00 PM,138.540,10.651
468,05/27/23 09:45:00 PM,139.341,10.651
469,05/27/23 10:00:00 PM,140.223,10.651
470,05/27/23 10:15:00 PM,140.975,10.651
471,05/27/23 10:30:00 PM,141.561,10.553
472,05/27/23 10:45:00 PM,142.265,10.553
473,05/27/23 11:00:00 PM,142.756,10.553
474,05/27/23 11:15:00 PM,143.165,10.553
475,05/27/23 11:30:00 PM,143.672,10.553
476,05/27/23 11:45:00 PM,144.035,10.651
477,05/28/23 12:00:00 AM,144.330,10.651
478,05/28/23 12:15:00 AM,144.638,10.553
479,05/28/23 12:30:00 AM,144.770,10.553
480,05/28/23 12:45:00 AM,144.933,10.553
481,05/28/23 01:00:00 AM,144.999,10.553
482,05/28/23 01:15:00 AM,144.982,10.553
483,05/28/23 01:30:00 AM,144.819,10.553
484,05/28/23 01:45:00 AM,144.671,10.553
485,05/28/23 02:00:00 AM,144.393,10.553
486,05/28/23 02:15:00 AM,144.131,10.553
487,05/28/23 02:30:00 AM,143.787,10.553
488,05/28/23 02:45:00 AM,143.293,10.455
489,05/28/23 03:00:00 AM,142.867,10.455
490,05/28/23 03:15:00 AM,142.147,10.455
491,05/28/23 03:30:00 AM,141.656,10.455
492,05/28/23 03:45:00 AM,141.002,10.455
493,05/28/23 04:00:00 AM,140.430,10.455
494,05/28/23 04:15:00 AM,139.792,10.455
495,05/28/23 04:30:00 AM,139.302,10.455
496,05/28/23 04:45:00 AM,138.616,10.455
497,05/28/23 05:00:00 AM,137.995,10.455
498,05/28/23 05:15:00 AM,137.554,10.455
499,05/28/23 05:30:00 AM,136.852,10.455
500,05/28/23 05:45:00 AM,136.526,10.455
501,05/28/23 06:00:00 AM,136.039,10.553
502,05/28/23 06:15:00 AM,135.729,10.553
503,05/28/23 06:30:00 AM,135.419,10.553
504,05/28/23 06:45:00 AM,135.156,10.455
505,05/28/23 07:00:00 AM,134.927,10.455
506,05/28/23 07:15:00 AM,134.650,10.455
507,05/28/23 07:30:00 AM,134.471,10.455
508,05/28/23 07:45:00 AM,134.343,10.553
509,05/28/23 08:00:00 AM,134.278,10.553
510,05/28/23 08:15:00 AM,134.147,10.553
511,05/28/23 08:30:00 AM,134.049,10.553
512,05/28/23 08:45:00 AM,133.935,10.553
513,05/28/23 09:00:00 AM,133.971,10.651
514,05/28/23 09:15:00 AM,133.938,10.651
515,05/28/23 09:30:00 AM,134.077,10.357
516,05/28/23 09:45:00 AM,134.074,10.259
517,05/28/23 10:00:00 AM,134.172,10.259
518,05/28/23 10:15:00 AM,134.416,10.259
519,05/28/23 10:30:00 AM,134.549,10.357
520,05/28/23 10:45:00 AM,134.500,10.357
521,05/28/23 11:00:00 AM,134.680,10.357
522,05/28/23 11:15:00 AM,134.634,10.455
523,05/28/23 11:30:00 AM,134.405,10.455
524,05/28/23 11:45:00 AM,134.375,10.553
525,05/28/23 12:00:00 PM,134.329,10.651
526,05/28/23 12:15:00 PM,134.166,10.651
527,05/28/23 12:30:00 PM,134.003,10.651
528,05/28/23 12:45:00 PM,133.876,10.748
529,05/28/23 01:00:00 PM,133.615,10.748
530,05/28/23 01:15:00 PM,133.321,10.748
531,05/28/23 01:30:00 PM,133.096,10.846
532,05/28/23 01:45:00 PM,132.822,10.944
533,05/28/23 02:00:00 PM,132.531,11.041
534,05/28/23 02:15:00 PM,132.222,11.041
535,05/28/23 02:30:00 PM,131.879,11.041
536,05/28/23 02:45:00 PM,131.619,11.041
537,05/28/23 03:00:00 PM,131.247,11.139
538,05/28/23 03:15:00 PM,131.100,11.139
539,05/28/23 03:30:00 PM,130.840,11.139
540,05/28/23 03:45:00 PM,130.498,11.139
541,05/28/23 04:00:00 PM,130.303,11.139
542,05/28/23 04:15:00 PM,130.091,11.139
543,05/28/23 04:30:00 PM,129.861,11.041
544,05/28/23 04:45:00 PM,129.812,11.041
545,05/28/23 05:00:00 PM,129.795,11.041
546,05/28/23 05:15:00 PM,129.698,11.041
547,05/28/23 05:30:00 PM,129.633,11.041
548,05/28/23 05:45:00 PM,129.614,10.944
549,05/28/23 06:00:00 PM,129.695,10.944
550,05/28/23 06:15:00 PM,129.972,10.944
551,05/28/23 06:30:00 PM,130.265,10.944
552,05/28/23 06:45:00 PM,130.590,10.944
