"Plot Title: 21742588"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 21742588, SEN S/N: 21742588)","High Range, μS/cm (LGR S/N: 21742588, SEN S/N: 21742588)","Temp, °C (LGR S/N: 21742588, SEN S/N: 21742588)","Specific Conductance, μS/cm (LGR S/N: 21742588)","Salinity, ppt (LGR S/N: 21742588)"
89,05/23/23 11:00:00 PM,30791.3,33433.4,9.97,46657.5,30.2972
90,05/23/23 11:15:00 PM,30880.8,33441.3,10.01,46622.3,30.2716
91,05/23/23 11:30:00 PM,30865.0,33457.2,10.01,46644.3,30.2876
92,05/23/23 11:45:00 PM,30865.0,33441.3,10.01,46622.3,30.2716
93,05/24/23 12:00:00 AM,30865.0,33446.6,10.01,46629.6,30.2770
94,05/24/23 12:15:00 AM,30880.8,33457.2,10.02,46632.8,30.2792
95,05/24/23 12:30:00 AM,30973.3,33499.7,10.03,46680.0,30.3135
96,05/24/23 12:45:00 AM,31028.9,33494.4,10.08,46615.0,30.2664
97,05/24/23 01:00:00 AM,30880.8,33481.1,10.07,46608.2,30.2614
98,05/24/23 01:15:00 AM,30954.8,33510.4,10.10,46614.1,30.2657
99,05/24/23 01:30:00 AM,31010.4,33531.6,10.16,46574.4,30.2369
100,05/24/23 01:45:00 AM,30920.4,33521.0,10.14,46582.7,30.2429
101,05/24/23 02:00:00 AM,30920.4,33489.1,10.15,46527.3,30.2027
102,05/24/23 02:15:00 AM,30991.8,33529.0,10.16,46570.8,30.2343
103,05/24/23 02:30:00 AM,31010.4,33552.9,10.20,46557.8,30.2248
104,05/24/23 02:45:00 AM,31156.5,33689.3,10.39,46527.5,30.2029
105,05/24/23 03:00:00 AM,31047.5,33705.4,10.49,46435.4,30.1361
106,05/24/23 03:15:00 AM,31212.6,33767.3,10.55,46451.6,30.1478
107,05/24/23 03:30:00 AM,31212.6,33783.5,10.58,46439.6,30.1391
108,05/24/23 03:45:00 AM,31140.6,33759.2,10.58,46406.5,30.1151
109,05/24/23 04:00:00 AM,31231.3,33826.6,10.64,46430.1,30.1322
110,05/24/23 04:15:00 AM,31303.6,33840.2,10.67,46414.6,30.1209
111,05/24/23 04:30:00 AM,31247.3,33845.6,10.63,46467.4,30.1592
112,05/24/23 04:45:00 AM,31341.2,33805.0,10.59,46457.6,30.1521
113,05/24/23 05:00:00 AM,31247.3,33796.9,10.61,46423.8,30.1276
114,05/24/23 05:15:00 AM,31231.3,33796.9,10.59,46446.5,30.1441
115,05/24/23 05:30:00 AM,31303.6,33761.9,10.57,46421.5,30.1260
116,05/24/23 05:45:00 AM,31140.6,33718.9,10.53,46408.3,30.1164
117,05/24/23 06:00:00 AM,31121.9,33732.3,10.53,46426.6,30.1297
118,05/24/23 06:15:00 AM,31177.9,33732.3,10.53,46426.6,30.1297
119,05/24/23 06:30:00 AM,31177.9,33729.6,10.55,46400.2,30.1105
120,05/24/23 06:45:00 AM,31287.5,33759.2,10.57,46417.8,30.1233
121,05/24/23 07:00:00 AM,31268.8,33770.0,10.62,46375.8,30.0928
122,05/24/23 07:15:00 AM,31177.9,33810.4,10.67,46374.0,30.0915
123,05/24/23 07:30:00 AM,31177.9,33818.5,10.68,46373.7,30.0913
124,05/24/23 07:45:00 AM,31252.7,33832.0,10.71,46358.1,30.0800
125,05/24/23 08:00:00 AM,31252.7,33845.6,10.75,46331.2,30.0605
126,05/24/23 08:15:00 AM,31252.7,33897.0,10.80,46344.4,30.0701
127,05/24/23 08:30:00 AM,31303.6,33902.5,10.82,46329.3,30.0591
128,05/24/23 08:45:00 AM,31397.6,33913.3,10.82,46343.9,30.0697
129,05/24/23 09:00:00 AM,31378.8,33940.5,10.86,46335.6,30.0637
130,05/24/23 09:15:00 AM,31362.6,33956.8,10.91,46301.2,30.0387
131,05/24/23 09:30:00 AM,31473.1,33992.2,10.91,46349.1,30.0734
132,05/24/23 09:45:00 AM,31252.7,33945.9,10.91,46286.4,30.0280
133,05/24/23 10:00:00 AM,31325.0,33992.2,10.99,46258.9,30.0081
134,05/24/23 10:15:00 AM,31362.6,34014.0,10.98,46299.6,30.0376
135,05/24/23 10:30:00 AM,31435.3,34065.9,11.06,46279.5,30.0230
136,05/24/23 10:45:00 AM,31308.9,33973.1,10.98,46244.3,29.9975
137,05/24/23 11:00:00 AM,31199.2,33905.2,10.95,46186.3,29.9555
138,05/24/23 11:15:00 AM,31215.3,33905.2,10.93,46208.8,29.9718
139,05/24/23 11:30:00 AM,31271.4,33924.2,10.97,46189.5,29.9578
140,05/24/23 11:45:00 AM,31327.7,33984.0,11.07,46157.9,29.9349
141,05/24/23 12:00:00 PM,31236.6,33989.5,11.06,46176.5,29.9484
142,05/24/23 12:15:00 PM,31456.9,34055.0,11.13,46186.2,29.9554
143,05/24/23 12:30:00 PM,31384.2,34134.4,11.28,46125.0,29.9110
144,05/24/23 12:45:00 PM,31478.5,34200.4,11.37,46112.9,29.9023
145,05/24/23 01:00:00 PM,31627.4,34327.5,11.58,46048.9,29.8559
146,05/24/23 01:15:00 PM,31314.3,34145.4,11.35,46061.6,29.8651
147,05/24/23 01:30:00 PM,31554.2,34352.4,11.64,46015.5,29.8317
148,05/24/23 01:45:00 PM,31559.6,34463.8,11.82,45964.2,29.7946
149,05/24/23 02:00:00 PM,31747.2,34660.1,12.21,45794.4,29.6717
150,05/24/23 02:15:00 PM,31193.9,34041.3,11.76,45470.2,29.4372
151,05/24/23 02:30:00 PM,31087.3,33967.7,11.82,45307.2,29.3195
152,05/24/23 02:45:00 PM,31199.2,34167.4,12.01,45364.4,29.3608
153,05/24/23 03:00:00 PM,30997.1,33907.9,11.85,45195.4,29.2387
154,05/24/23 03:15:00 PM,30965.3,33821.2,11.76,45178.3,29.2264
155,05/24/23 03:30:00 PM,31036.9,33935.0,11.90,45177.0,29.2254
156,05/24/23 03:45:00 PM,31236.6,34225.2,12.01,45440.6,29.4158
157,05/24/23 04:00:00 PM,31236.6,34277.7,11.99,45531.6,29.4816
158,05/24/23 04:15:00 PM,31236.6,34172.9,11.84,45557.1,29.5000
159,05/24/23 04:30:00 PM,30931.0,33907.9,11.58,45490.1,29.4516
160,05/24/23 04:45:00 PM,30891.4,33851.0,11.48,45524.1,29.4762
161,05/24/23 05:00:00 PM,30820.3,33646.4,11.27,45481.5,29.4454
162,05/24/23 05:15:00 PM,30436.5,33183.4,10.76,45420.7,29.4014
163,05/24/23 05:30:00 PM,30351.2,33285.7,10.79,45526.2,29.4777
164,05/24/23 05:45:00 PM,30351.2,33212.2,10.69,45537.7,29.4860
165,05/24/23 06:00:00 PM,30421.0,33333.0,10.82,45557.0,29.5000
166,05/24/23 06:15:00 PM,30421.0,33356.8,10.81,45600.4,29.5314
167,05/24/23 06:30:00 PM,30506.6,33372.6,10.82,45610.7,29.5388
168,05/24/23 06:45:00 PM,30506.6,33388.4,10.85,45598.8,29.5302
169,05/24/23 07:00:00 PM,30421.0,33377.9,10.83,45606.8,29.5360
170,05/24/23 07:15:00 PM,30506.6,33393.7,10.85,45605.9,29.5354
171,05/24/23 07:30:00 PM,30491.0,33417.5,10.85,45638.2,29.5587
172,05/24/23 07:45:00 PM,30506.6,33393.7,10.83,45628.2,29.5515
173,05/24/23 08:00:00 PM,30506.6,33280.4,10.69,45630.4,29.5531
174,05/24/23 08:15:00 PM,30268.7,33220.1,10.61,45637.7,29.5583
175,05/24/23 08:30:00 PM,30268.7,33225.3,10.62,45633.6,29.5554
176,05/24/23 08:45:00 PM,30351.2,33251.5,10.64,45646.9,29.5650
177,05/24/23 09:00:00 PM,30130.2,33016.8,10.31,45696.0,29.6005
178,05/24/23 09:15:00 PM,30063.7,32952.1,10.19,45742.2,29.6339
179,05/24/23 09:30:00 PM,30076.5,32985.7,10.21,45765.9,29.6510
180,05/24/23 09:45:00 PM,30076.5,33006.5,10.23,45771.9,29.6554
181,05/24/23 10:00:00 PM,30160.9,33014.2,10.25,45759.9,29.6468
182,05/24/23 10:15:00 PM,30063.7,32990.9,10.14,45852.1,29.7134
183,05/24/23 10:30:00 PM,30076.5,32959.9,10.09,45865.9,29.7235
184,05/24/23 10:45:00 PM,30145.5,32959.9,10.13,45820.7,29.6907
185,05/24/23 11:00:00 PM,30145.5,33006.5,10.14,45873.6,29.7290
186,05/24/23 11:15:00 PM,30145.5,33014.2,10.16,45861.6,29.7203
187,05/24/23 11:30:00 PM,30145.5,33019.4,10.22,45800.9,29.6764
188,05/24/23 11:45:00 PM,30063.7,32975.4,10.20,45763.0,29.6489
189,05/25/23 12:00:00 AM,30048.4,32952.1,10.13,45809.9,29.6829
190,05/25/23 12:15:00 AM,30063.7,32952.1,10.10,45843.9,29.7075
191,05/25/23 12:30:00 AM,30145.5,32967.6,10.11,45853.9,29.7148
192,05/25/23 12:45:00 AM,30076.5,32983.2,10.13,45852.8,29.7139
193,05/25/23 01:00:00 AM,30160.9,33006.5,10.13,45884.9,29.7372
194,05/25/23 01:15:00 AM,30145.5,32990.9,10.14,45852.1,29.7134
195,05/25/23 01:30:00 AM,30160.9,33022.0,10.15,45883.6,29.7363
196,05/25/23 01:45:00 AM,30145.5,33006.5,10.16,45851.0,29.7126
197,05/25/23 02:00:00 AM,30091.8,32990.9,10.16,45829.5,29.6971
198,05/25/23 02:15:00 AM,30145.5,32998.7,10.16,45840.2,29.7048
199,05/25/23 02:30:00 AM,30063.7,32975.4,10.16,45808.1,29.6816
200,05/25/23 02:45:00 AM,29979.7,32936.6,10.13,45788.5,29.6674
201,05/25/23 03:00:00 AM,30076.5,32952.1,10.14,45798.6,29.6747
202,05/25/23 03:15:00 AM,30076.5,32985.7,10.14,45844.9,29.7082
203,05/25/23 03:30:00 AM,30076.5,32970.2,10.15,45812.3,29.6846
204,05/25/23 03:45:00 AM,30076.5,32983.2,10.16,45818.9,29.6894
205,05/25/23 04:00:00 AM,30063.7,32998.7,10.19,45806.3,29.6803
206,05/25/23 04:15:00 AM,30214.8,32990.9,10.20,45784.3,29.6644
207,05/25/23 04:30:00 AM,30145.5,32990.9,10.20,45784.3,29.6644
208,05/25/23 04:45:00 AM,30230.2,33006.5,10.21,45794.5,29.6717
209,05/25/23 05:00:00 AM,30230.2,33022.0,10.23,45793.2,29.6708
210,05/25/23 05:15:00 AM,30199.4,33009.0,10.25,45752.8,29.6416
211,05/25/23 05:30:00 AM,30048.4,33001.3,10.23,45764.8,29.6502
212,05/25/23 05:45:00 AM,30199.4,33001.3,10.25,45742.2,29.6339
213,05/25/23 06:00:00 AM,30199.4,33016.8,10.25,45763.5,29.6493
214,05/25/23 06:15:00 AM,30114.8,33029.8,10.28,45747.6,29.6378
215,05/25/23 06:30:00 AM,30099.5,33029.8,10.29,45736.3,29.6297
216,05/25/23 06:45:00 AM,30099.5,33053.1,10.33,45723.3,29.6202
217,05/25/23 07:00:00 AM,30168.6,33050.5,10.35,45697.2,29.6014
218,05/25/23 07:15:00 AM,30168.6,33050.5,10.35,45697.2,29.6014
219,05/25/23 07:30:00 AM,30168.6,33050.5,10.38,45663.5,29.5770
220,05/25/23 07:45:00 AM,30153.2,33032.4,10.39,45627.5,29.5510
221,05/25/23 08:00:00 AM,30153.2,33016.8,10.39,45606.1,29.5355
222,05/25/23 08:15:00 AM,30099.5,33019.4,10.38,45620.9,29.5462
223,05/25/23 08:30:00 AM,30099.5,33011.6,10.39,45599.0,29.5303
224,05/25/23 08:45:00 AM,30168.6,32998.7,10.39,45581.3,29.5176
225,05/25/23 09:00:00 AM,30071.4,32967.6,10.40,45527.5,29.4787
226,05/25/23 09:15:00 AM,30084.2,33011.6,10.45,45531.8,29.4818
227,05/25/23 09:30:00 AM,30153.2,33084.3,10.56,45508.3,29.4648
228,05/25/23 09:45:00 AM,30153.2,33066.1,10.56,45483.5,29.4468
229,05/25/23 10:00:00 AM,30207.1,33146.9,10.65,45493.3,29.4539
230,05/25/23 10:15:00 AM,30273.9,33207.0,10.74,45475.0,29.4407
231,05/25/23 10:30:00 AM,30320.2,33207.0,10.71,45508.3,29.4648
232,05/25/23 10:45:00 AM,30056.1,33027.2,10.59,45397.0,29.3843
233,05/25/23 11:00:00 AM,30091.8,33097.3,10.70,45370.3,29.3650
234,05/25/23 11:15:00 AM,30312.5,33186.0,10.86,45313.4,29.3239
235,05/25/23 11:30:00 AM,30343.5,33212.2,10.83,45382.1,29.3736
236,05/25/23 11:45:00 AM,30343.5,33256.8,10.93,45331.9,29.3373
237,05/25/23 12:00:00 PM,30281.6,33264.6,11.01,45254.2,29.2811
238,05/25/23 12:15:00 PM,30168.6,33186.0,10.94,45225.1,29.2602
239,05/25/23 12:30:00 PM,30222.5,33227.9,10.99,45226.7,29.2613
240,05/25/23 12:45:00 PM,30328.0,33494.4,11.40,45135.2,29.1953
241,05/25/23 01:00:00 PM,30519.6,33617.0,11.60,45080.9,29.1561
242,05/25/23 01:15:00 PM,30629.0,33897.0,12.01,45007.9,29.1034
243,05/25/23 01:30:00 PM,30543.0,33767.3,11.94,44912.2,29.0343
244,05/25/23 01:45:00 PM,30511.8,33726.9,11.99,44805.1,28.9571
245,05/25/23 02:00:00 PM,30582.0,33840.2,12.19,44739.9,28.9100
246,05/25/23 02:15:00 PM,29845.3,32998.7,11.48,44386.2,28.6552
247,05/25/23 02:30:00 PM,30181.4,33454.6,11.96,44477.9,28.7212
248,05/25/23 02:45:00 PM,30413.2,33584.9,12.12,44479.1,28.7221
249,05/25/23 03:00:00 PM,30217.3,33494.4,12.12,44360.0,28.6364
250,05/25/23 03:15:00 PM,30204.5,33417.5,12.11,44269.5,28.5712
251,05/25/23 03:30:00 PM,29646.2,32838.8,11.54,44108.6,28.4555
252,05/25/23 03:45:00 PM,29842.7,33032.4,11.76,44132.1,28.4724
253,05/25/23 04:00:00 PM,29777.1,32900.5,11.65,44073.8,28.4304
254,05/25/23 04:15:00 PM,29696.5,32916.0,11.67,44073.1,28.4300
255,05/25/23 04:30:00 PM,29814.9,33022.0,11.79,44086.4,28.4395
256,05/25/23 04:45:00 PM,29814.9,33099.9,11.85,44126.0,28.4680
257,05/25/23 05:00:00 PM,29880.7,33165.1,11.95,44106.2,28.4538
258,05/25/23 05:15:00 PM,29656.3,32918.6,11.61,44140.4,28.4784
259,05/25/23 05:30:00 PM,29538.6,32774.7,11.35,44226.0,28.5399
260,05/25/23 05:45:00 PM,29618.7,32726.1,11.24,44278.8,28.5780
261,05/25/23 06:00:00 PM,29473.7,32769.6,11.29,44283.5,28.5813
262,05/25/23 06:15:00 PM,29683.9,32869.6,11.31,44396.1,28.6624
263,05/25/23 06:30:00 PM,29538.6,32761.9,11.15,44423.9,28.6824
264,05/25/23 06:45:00 PM,29424.0,32606.5,10.89,44495.6,28.7340
265,05/25/23 07:00:00 PM,29347.0,32642.1,10.77,44674.6,28.8630
266,05/25/23 07:15:00 PM,29424.0,32693.0,10.68,44842.3,28.9839
267,05/25/23 07:30:00 PM,29424.0,32601.4,10.57,44838.3,28.9810
268,05/25/23 07:45:00 PM,28868.4,32024.3,10.63,43986.0,28.3673
269,05/25/23 08:00:00 PM,29473.7,32713.4,10.70,44848.1,28.9881
270,05/25/23 08:15:00 PM,29473.7,32698.1,10.79,44728.7,28.9020
271,05/25/23 08:30:00 PM,29501.2,32700.6,10.49,45062.0,29.1424
272,05/25/23 08:45:00 PM,29488.7,32687.9,10.49,45044.7,29.1299
273,05/25/23 09:00:00 PM,29501.2,32695.5,10.49,45055.0,29.1374
274,05/25/23 09:15:00 PM,29424.0,32672.6,10.49,45023.7,29.1148
275,05/25/23 09:30:00 PM,29566.1,32708.3,10.52,45039.4,29.1261
276,05/25/23 09:45:00 PM,29501.2,32693.0,10.61,44919.2,29.0394
277,05/25/23 10:00:00 PM,29488.7,32670.0,10.58,44920.9,29.0406
278,05/25/23 10:15:00 PM,29566.1,32723.6,10.58,44994.0,29.0933
279,05/25/23 10:30:00 PM,29488.7,32670.0,10.55,44954.0,29.0644
280,05/25/23 10:45:00 PM,29488.7,32693.0,10.57,44963.3,29.0712
281,05/25/23 11:00:00 PM,29566.1,32700.6,10.58,44962.6,29.0707
282,05/25/23 11:15:00 PM,29488.7,32708.3,10.58,44973.1,29.0783
283,05/25/23 11:30:00 PM,29424.0,32606.5,10.31,45132.7,29.1934
284,05/25/23 11:45:00 PM,29359.4,32566.0,10.22,45177.1,29.2255
285,05/26/23 12:00:00 AM,29424.0,32558.4,10.22,45166.7,29.2179
286,05/26/23 12:15:00 AM,29436.4,32578.6,10.21,45205.6,29.2461
287,05/26/23 12:30:00 AM,29451.3,32619.2,10.25,45216.9,29.2542
288,05/26/23 12:45:00 AM,29386.7,32619.2,10.25,45216.9,29.2542
289,05/26/23 01:00:00 AM,29436.4,32593.8,10.25,45181.9,29.2290
290,05/26/23 01:15:00 AM,29359.4,32586.2,10.22,45204.9,29.2456
291,05/26/23 01:30:00 AM,29359.4,32601.4,10.25,45192.4,29.2365
292,05/26/23 01:45:00 AM,29371.8,32573.6,10.23,45176.4,29.2250
293,05/26/23 02:00:00 AM,29436.4,32601.4,10.21,45237.0,29.2687
294,05/26/23 02:15:00 AM,29424.0,32573.6,10.19,45221.0,29.2572
295,05/26/23 02:30:00 AM,29347.0,32586.2,10.23,45193.8,29.2375
296,05/26/23 02:45:00 AM,29436.4,32578.6,10.25,45161.0,29.2139
297,05/26/23 03:00:00 AM,29424.0,32614.1,10.29,45165.3,29.2170
298,05/26/23 03:15:00 AM,29424.0,32649.7,10.38,45114.2,29.1801
299,05/26/23 03:30:00 AM,29424.0,32606.5,10.43,44999.6,29.0974
300,05/26/23 03:45:00 AM,29411.5,32598.9,10.40,45022.4,29.1138
301,05/26/23 04:00:00 AM,29332.1,32591.3,10.41,45001.0,29.0983
302,05/26/23 04:15:00 AM,29424.0,32621.7,10.41,45042.6,29.1284
303,05/26/23 04:30:00 AM,29411.5,32614.1,10.38,45065.4,29.1449
304,05/26/23 04:45:00 AM,29411.5,32568.5,10.35,45036.1,29.1237
305,05/26/23 05:00:00 AM,29411.5,32596.4,10.38,45041.1,29.1273
306,05/26/23 05:15:00 AM,29396.6,32596.4,10.39,45030.1,29.1194
307,05/26/23 05:30:00 AM,29411.5,32626.8,10.40,45060.7,29.1414
308,05/26/23 05:45:00 AM,29411.5,32604.0,10.41,45018.3,29.1109
309,05/26/23 06:00:00 AM,29411.5,32611.6,10.47,44962.4,29.0705
310,05/26/23 06:15:00 AM,29243.1,32538.1,10.49,44839.9,28.9821
311,05/26/23 06:30:00 AM,29384.2,32588.8,10.49,44909.2,29.0321
312,05/26/23 06:45:00 AM,29448.8,32586.2,10.51,44883.6,29.0137
313,05/26/23 07:00:00 AM,29307.4,32543.2,10.52,44813.8,28.9634
314,05/26/23 07:15:00 AM,29307.4,32543.2,10.53,44802.8,28.9554
315,05/26/23 07:30:00 AM,29371.8,32550.8,10.53,44813.2,28.9629
316,05/26/23 07:45:00 AM,29371.8,32550.8,10.55,44791.2,28.9471
317,05/26/23 08:00:00 AM,29396.6,32581.2,10.55,44832.7,28.9770
318,05/26/23 08:15:00 AM,29371.8,32558.4,10.55,44801.6,28.9545
319,05/26/23 08:30:00 AM,29384.2,32566.0,10.55,44812.0,28.9620
320,05/26/23 08:45:00 AM,29295.0,32535.6,10.59,44726.6,28.9005
321,05/26/23 09:00:00 AM,29448.8,32621.7,10.64,44789.1,28.9455
322,05/26/23 09:15:00 AM,29448.8,32649.7,10.73,44728.6,28.9019
323,05/26/23 09:30:00 AM,29448.8,32609.0,10.67,44738.9,28.9094
324,05/26/23 09:45:00 AM,29344.5,32662.4,10.75,44724.0,28.8986
325,05/26/23 10:00:00 AM,29409.0,32647.1,10.61,44856.7,28.9943
326,05/26/23 10:15:00 AM,29409.0,32733.8,10.73,44842.9,28.9843
327,05/26/23 10:30:00 AM,29628.7,32761.9,10.81,44793.4,28.9487
328,05/26/23 10:45:00 AM,29381.7,32687.9,10.83,44671.2,28.8606
329,05/26/23 11:00:00 AM,29601.1,32867.1,11.04,44684.9,28.8704
330,05/26/23 11:15:00 AM,29666.3,32923.7,11.13,44663.4,28.8549
331,05/26/23 11:30:00 AM,29616.2,32895.4,11.10,44657.8,28.8509
332,05/26/23 11:45:00 AM,29496.2,32813.1,11.07,44579.4,28.7944
